kode;urusankd;programkd;kode2;nama;level
"1.20.46.49";"1.20";"46";"49";"Penyusunan Standar Kompetensi Teknis";0
"1.20.47.01";"1.20";"47";"01";"Fasilitasi Penyelenggaraan Pengadaan / Penyedia Barang dan Jasa";0
"1.20.47.02";"1.20";"47";"02";"Pengembangan System Dokumen Kontrak";0
"1.20.47.05";"1.20";"47";"05";"Pembuatan Sistem Dokumen Kontrak";0
"1.20.47.06";"1.20";"47";"06";"Sosialisasi ULP";0
"1.20.47.07";"1.20";"47";"07";"Biaya Operasional ULP";0
"1.20.47.08";"1.20";"47";"08";"Pembinaan dan Peningkatan Kompetensi ULP";0
"1.20.47.09";"1.20";"47";"09";"Rapat Sosialisasi ULP";0
"1.20.47.10";"1.20";"47";"10";"Rapat Koordinasi Anggota ULP";0
"1.20.47.11";"1.20";"47";"11";"Sarana dan Prasarana ULP";0
"1.20.47.12";"1.20";"47";"12";"Standarisasi Layanan Pengadaan Secara Elektronik";0
"1.20.47.13";"1.20";"47";"13";"Penyelenggaraan Pengadaan Pekerjaan Barang/Jasa Lainnya (non Kontruksi)";0
"1.20.47.14";"1.20";"47";"14";"Penyelenggaraan Pengadaan Pekerjaan Kontruksi";0
"1.20.47.15";"1.20";"47";"15";"Penyelenggaraan Pengadaan Jasa Konsultansi";0
"1.20.47.16";"1.20";"47";"16";"Pengembangan dan Pengelolaan Sistem Informasi Pengadaan Barang/Jasa";0
"1.20.47.17";"1.20";"47";"17";"Pengendalian dan Evaluasi Pengadaan Barang dan Jasa";0
"1.20.47.18";"1.20";"47";"18";"Forum Group Diskusi Pengadaan Barang dan Jasa";0
"1.20.47.19";"1.20";"47";"19";"Penyusunan SOP ULP";0
"1.21.15.01";"1.21";"15";"01";"Penanganan daerah rawan pangan";0
"1.21.15.02";"1.21";"15";"02";"Penyusunan data base potensi produk pangan";0
"1.21.15.03";"1.21";"15";"03";"Analisis dan penyusunan pola konsumsi dan suplai pangan";0
"1.21.15.04";"1.21";"15";"04";"Analisis rasio jumlah penduduk terhadap jumlah kebutuhan pangan";0
"1.21.15.05";"1.21";"15";"05";"Laporan berkala kondisi ketahanan pangan daerah";0
"1.21.15.06";"1.21";"15";"06";"Kajian rantai pasokan dan pemasaran pangan";0
"1.21.15.07";"1.21";"15";"07";"Monitoring, evaluasi dan pelaporan kebijakan perberasan";0
"1.21.15.08";"1.21";"15";"08";"Monitoring, evaluasi dan pelaporan kebijakan subsidi pertanian";0
"1.21.15.09";"1.21";"15";"09";"Pemanfaatan perkarangan untuk pengembangan pangan";0
"1.21.15.10";"1.21";"15";"10";"Pemantauan dan analisis akses pangan masyarakat";0
"1.21.15.11";"1.21";"15";"11";"Pemantauan dan analisis akses harga pangan pokok";0
"1.21.15.12";"1.21";"15";"12";"Penanganan pasca panen dan pengolahan hasil pertanian";0
"1.21.15.13";"1.21";"15";"13";"Pengembangan cadangan pangan daerah";0
"1.21.15.14";"1.21";"15";"14";"Pengembangan desa mandiri pangan";0
"1.21.15.15";"1.21";"15";"15";"Pengembangan intensifikasi tanaman padi, palawija";0
"1.21.15.16";"1.21";"15";"16";"Pengembangan diverisifikasi tanaman";0
"1.21.15.17";"1.21";"15";"17";"Pengembangan pertanian pada lahan kering";0
"1.21.15.18";"1.21";"15";"18";"Pengembangan lumbung pangan desa";0
"1.21.15.19";"1.21";"15";"19";"Pengembangan model distribusi pangan yang efisien";0
"1.21.15.20";"1.21";"15";"20";"Pengembangan perbinihan/perbibitan";0
"1.21.15.21";"1.21";"15";"21";"Pengembangan sistem informasi pasar";0
"1.21.15.22";"1.21";"15";"22";"Peningkatan mutu dan keamanan pangan";0
"1.21.15.23";"1.21";"15";"23";"Koordinasi kebijakan perberasan";0
"1.21.15.24";"1.21";"15";"24";"Koordinasi perumusan kebijakan pertanahan dan infrastruktur pertanian dan perdesaan";0
"1.21.15.25";"1.21";"15";"25";"Penelitian dan pengembangan sumber daya pertanian";0
"1.21.15.26";"1.21";"15";"26";"Penelitian dan pengembangan teknologi biotekhnologi";0
"1.21.15.27";"1.21";"15";"27";"Penelitian dan pengembangan  teknologi budi daya";0
"1.21.15.28";"1.21";"15";"28";"Penelitian dan pengembangan teknologi pasca panen";0
"1.21.15.29";"1.21";"15";"29";"Peningkatan produksi, produktivitas dan mutu produk perkebunan, produk pertanian";0
"1.21.15.30";"1.21";"15";"30";"Penyuluhan sumber pangan alternatif";0
"1.21.15.31";"1.21";"15";"31";"Monitoring, evaluasi dan pelaporan";0
"1.21.15.32";"1.21";"15";"32";"Operasional PNPM Mandiri Pedesaan";0
"1.21.15.33";"1.21";"15";"33";"Operasional Replikasi PNPM Mandiri";0
"1.21.15.34";"1.21";"15";"34";"Pengembangan Penganekaragaman Pangan";0
"1.21.15.35";"1.21";"15";"35";"Penanganan Keamanan Pangan Segar";0
"1.21.15.36";"1.21";"15";"36";"Fasilitasi Dewan Ketahanan Pangan";0
"1.21.15.37";"1.21";"15";"37";"Pemantauan Sistem Kewaspadaan Pangan dan Gizi";0
"1.21.15.38";"1.21";"15";"38";"Penyusunan Ketersediaan Pangan dan Neraca Bahan Makanan (NBM)";0
"1.21.15.39";"1.21";"15";"39";"Fasilitasi TIKOR Distribusi Beras Bersubsidi (Raskin)";0
"1.21.15.40";"1.21";"15";"40";"Pengembangan Kawasan Rumah Pangan Lestari";0
"1.21.15.41";"1.21";"15";"41";"Analisis Pola Konsumsi Pangan";0
"1.21.15.42";"1.21";"15";"42";;0
"1.21.15.43";"1.21";"15";"43";"Pengembangan Lumbung Pangan Masyarakat";0
"1.21.15.44";"1.21";"15";"44";"Model Pengembangan Percontohan Pangan Lokal";0
"1.22.15.01";"1.22";"15";"01";"Pemberdayaan Lembaga dan Organisasi Masyarakat Pedesaan";0
"1.22.15.02";"1.22";"15";"02";"Penyelenggaraan Pendidikan dan Pelatihan Tenaga Teknis dan Masyarakat";0
"1.22.15.03";"1.22";"15";"03";"Penyelenggaraan Diseminasi Informasi bagi Masyarakat Desa";0
"1.22.15.04";"1.22";"15";"04";"Tim Koordinasi Penanganan Kemiskinan Daerah (TKPKD)";0
"1.22.15.05";"1.22";"15";"05";"Data Dasar / Monografi Desa";0
"1.22.15.06";"1.22";"15";"06";"Kaji Terap Teknologi";0
"1.22.15.07";"1.22";"15";"07";"Fasilitasi Pendampingan Kegiatan Infrastruktur Berbasis Pemberdayaan";0
"1.22.15.08";"1.22";"15";"08";"Program Aksi Penanggulangan Kemiskinan Kluster II";0
"1.22.15.09";"1.22";"15";"09";"Peningkatan Kelembagaan Ekonomi Pedesaan";0
"1.22.15.10";"1.22";"15";"10";"Koordinasi dan Fasilitasi PNPM Mandiri Pedesaan";0
"1.22.15.11";"1.22";"15";"11";"Sosialisasi Penguatan Kelembagaan BKM";0
"1.22.15.12";"1.22";"15";"12";"Sosialisasi dan Monitoring Masyarakat Miskin";0
"1.22.15.13";"1.22";"15";"13";"Fasilitasi Gerakan Pembangunan Pemberdayaan Masyarakat Tangerang (Gerbang Permata)";0
"1.22.15.14";"1.22";"15";"14";"Pengembangan pasar Desa";0
"1.22.16.01";"1.22";"16";"01";"Pelatihan ketrampilan usaha budidaya tanaman";0
"1.22.16.02";"1.22";"16";"02";"Pelatihan ketrampilan manajemen badan usaha milik desa";0
"1.22.16.03";"1.22";"16";"03";"Pelatihan ketrampilan usaha industri kerajinan";0
"1.22.16.04";"1.22";"16";"04";"Pelatihan ketrampilan usaha pertanian dan perternakan";0
"1.22.16.05";"1.22";"16";"05";"Fasilitasi permodalan bagi usaha mikro kecil dan menengah di perdesaan";0
"1.22.16.06";"1.22";"16";"06";"Fasilitasi kemitraan swasta dan usaha mikro kecil dan menengah di pedesaan";0
"1.22.16.07";"1.22";"16";"07";"Monitoring, evaluasi dan pelaporan";0
"1.22.16.08";"1.22";"16";"08";"Kaji terap teknologi";0
"1.22.16.09";"1.22";"16";"09";"Penyusunan Buku Profile Desa";0
"1.22.16.10";"1.22";"16";"10";"Pembangunan Pasar Tradisional";0
"1.22.17.01";"1.22";"17";"01";"Pembinaan kelompok masyarakat pembangunan desa";0
"1.22.17.02";"1.22";"17";"02";"Pelaksanaan musyawarah pembangunan desa";0
"1.22.17.03";"1.22";"17";"03";"Pemberian stimulan pembangunan desa";0
"1.22.17.04";"1.22";"17";"04";"Monitoring, evaluasi dan pelaporan";0
"1.22.17.05";"1.22";"17";"05";"Monitoring dan Evaluasi PNPM";0
"1.22.17.06";"1.22";"17";"06";"Penyusunan Data Dasar Monografi Desa";0
"1.22.17.07";"1.22";"17";"07";"Penyusunan data dasar monografi desa";0
"1.22.18.01";"1.22";"18";"01";"Pelatihan aparatur pemerintah desa dalam bidang pembangunan kawasan perdesaan";0
"1.22.18.02";"1.22";"18";"02";"Pelatihan aparatur pemerintah desa dalam bidang pengelolaan keuangan desa";0
"1.22.18.03";"1.22";"18";"03";"Pelatihan aparatur pemerintah desa dalam bidang manajemen pemerintahan desa";0
"1.22.18.04";"1.22";"18";"04";"Monitoring, evaluasi dan pelaporan";0
"1.22.18.05";"1.22";"18";"05";"Pembinaan Aparatur Pemerintah Desa Dalam Bidang Pengelolaan Administrasi Desa";0
"1.22.18.06";"1.22";"18";"06";"Penyusunan Peraturan Perundangan-undangan tentang Pemerintah Desa";0
"1.22.18.07";"1.22";"18";"07";"Sosialisasi Peraturan Perundang-undangan Tentang Desa";0
"1.22.18.08";"1.22";"18";"08";"Bimtek Penguatan Kapasitas SDM Badan Permusyawaratn Desa (BPD) dalam rangka penyelenggaraan Pemerintahan Desa";0
"1.22.18.09";"1.22";"18";"09";"Penyediaan Buku Himpunan Perundang-undangan dan Peraturan Tentang Desa";0
"1.22.18.10";"1.22";"18";"10";"Evluasi Penyusunan Produk Hukum Desa";0
"1.22.18.11";"1.22";"18";"11";"Penyelenggaraan Training Of Trainer (TOT) bagi Aparat Pemerintahan Desa";0
"1.22.18.12";"1.22";"18";"12";"Pembinaan Penyusunan Produk Hukum Pemerintahan Desa";0
"1.22.18.13";"1.22";"18";"13";"Bimtek Penguatan SDM Pemerintah Desa dalam Implementasi UU Desa";0
"1.22.18.14";"1.22";"18";"14";"Workshop Penyusunan Produk Hukum Desa Kec Kab Tangerang";0
"1.22.18.15";"1.22";"18";"15";"Monitoring, evaluasi dan pelaporan Evaluasi kinerja Kepala Desa/BOP Alokasi Dana Desa (ADD)";0
"1.22.18.16";"1.22";"18";"16";"Monev Pilkades Tk Kabupaten";0
"1.22.18.17";"1.22";"18";"17";"Penataan Desa";0
"1.22.18.18";"1.22";"18";"18";"Pelantikan Kepala Desa";0
"1.22.18.19";"1.22";"18";"19";"Bimbingan Teknis Pengadaan Tanah Bagi Pembangunan Untuk Kepentingan Umum";0
"1.22.18.20";"1.22";"18";"20";"Peningkatan Kapasitas Apartur Pengelolaan Keuangan dan Aset Desa";0
"1.22.18.21";"1.22";"18";"21";"Peningkatan Kapasitas SDM Aparatur Desa dalam Pengelolaan Keuangan Aset Desa";0
"1.22.19.01";"1.22";"19";"01";"Pelatihan perempuan di perdesaan dalam bidang usaha ekonomi produktif";0
"1.23.15.01";"1.23";"15";"01";"Penyusunan dan pengumpulan data dan statistik daerah";0
"1.23.15.02";"1.23";"15";"02";"Pengolahan, updating dan analisis data dan statistik daerah";0
"1.23.15.03";"1.23";"15";"03";"Penyusunan dan pengumpulan data PDRB";0
"1.23.15.04";"1.23";"15";"04";"Pengolahan, updating dan analisis data PDRB";0
"1.24.15.01";"1.24";"15";"01";"Pembangunan data base informasi kearsipan";0
"1.24.15.02";"1.24";"15";"02";"Pengumpulan data";0
"1.24.15.03";"1.24";"15";"03";"Pengklasifikasikan data";0
"1.24.15.04";"1.24";"15";"04";"Penyusunan sistem katalog data";0
"1.24.15.05";"1.24";"15";"05";"Pengadaan sarana penyimpanan";0
"1.24.15.06";"1.24";"15";"06";"Kajian sistem administrasi kearsifan";0
"1.24.15.07";"1.24";"15";"07";"Pemeliharaan peralatan jaringan informasi kearsifan";0
"1.24.15.08";"1.24";"15";"08";"up grade sistem administrasi kearsipan";0
"1.24.16.01";"1.24";"16";"01";"Pengadaan sarana pengolahan dan penyimpanan arsip";0
"1.24.16.02";"1.24";"16";"02";"Pendataan dan penataan dokumen/arsip daerah";0
"1.24.16.03";"1.24";"16";"03";"Penduplikatan dokumen/arsip daerah dalam bentuk informatika";0
"1.24.16.04";"1.24";"16";"04";"Pembangunan sistem keamanan penyimpanan data";0
"1.24.17.01";"1.24";"17";"01";"Pemeliharaan rutin/berkala sarana pengolahan dan penyimpanan arsip";0
"1.24.17.02";"1.24";"17";"02";"Pemeliharaan rutin/berkala arsip daerah";0
"1.24.17.03";"1.24";"17";"03";"Monitoring, evaluasi dan pelaporan kondisi situasi data";0
"1.24.18.01";"1.24";"18";"01";"Penyusunan dan penerbitan naskah sumber arsip";0
"1.24.18.02";"1.24";"18";"02";"Penyediaan sarana layanan informasi arsip";0
"1.24.18.03";"1.24";"18";"03";"Sosialisasi/penyuluhan kearsipan di lingkungan instansi pemerintah/swasta";0
"1.24.18.04";"1.24";"18";"04";"Biaya Operasional LPSE";0
"1.24.18.05";"1.24";"18";"05";"Peningkatan Keterampilan Aparatur Kearsipan";0
"1.24.18.06";"1.24";"18";"06";"Bimbingan Teknis Pengolahan dan Pengamanan Dokumen / Arsip Daerah";0
"1.25.15.01";"1.25";"15";"01";"Fasilitasi penyempurnaan peraturan perundangan penyiaran dan KMIP";0
"1.25.15.02";"1.25";"15";"02";"Pembinaan dan pengembangan jaringan komunikasi dan informasi";0
"1.25.15.03";"1.25";"15";"03";"Pembinaan dan pengembangan sumber daya komunikasi dan informasi";0
"1.25.15.04";"1.25";"15";"04";"Penelitian dan pengembangan ilmu pengetahuan dan teknologi";0
"1.25.15.05";"1.25";"15";"05";"Pengadaan alat studio dan komunikasi";0
"1.25.15.06";"1.25";"15";"06";"Pengkajian dan pengembangan sistem informasi";0
"1.25.15.07";"1.25";"15";"07";"Perencanaan dan pengembangan kebijakan komunikasi dan informasi";0
"1.25.15.08";"1.25";"15";"08";"Integrasi jaringan komunikasi data pada SKPD Kabupaten Tangerang";0
"1.25.15.09";"1.25";"15";"09";"Integrasi Data SKPD";0
"1.25.16.01";"1.25";"16";"01";"Pengkajian dan penelitian bidang informasi dan komunikasi";0
"1.25.17.01";"1.25";"17";"01";"Pelatihan SDM dalam bidang komunikasi dan informasi";0
"1.25.17.02";"1.25";"17";"02";"Operasionalisasi dan Pemeliharaan Sumber Daya Komunikasi dan Informasi";0
"1.25.17.04";"1.25";"17";"04";"Pengawasan dan Pengendalian Jasa Usaha Telekomunikasi";0
"1.25.18.01";"1.25";"18";"01";"Penyebarluasan informasi pembangunan daerah";0
"1.25.18.02";"1.25";"18";"02";"Penyebarluasan informasi penyelenggaraan pemerintahan daerah";0
"1.25.18.03";"1.25";"18";"03";"Penyebarluasan informasi yang bersifat penyuluhan bagi masyarakat";0
"1.25.18.04";"1.25";"18";"04";"Jumpa Pers dan Kunjungan Kerja Wartawan ";0
"1.25.18.05";"1.25";"18";"05";"Publikasi dan penyebarluasan informasi melalui adevertorial dan Press Release ";0
"1.25.18.06";"1.25";"18";"06";"Penerangan  Umum dan Propaganda ";0
"1.25.18.07";"1.25";"18";"07";"Penerbitan tabloit Swara Tigaraksa ";0
"1.25.18.08";"1.25";"18";"08";"Pengembangan dan Operasional Website Kabupaten Tangerang";0
"1.25.18.09";"1.25";"18";"09";"Penyusunan Standart Operasional Pejabat Pengelola Informasi Dokumentasi (PPID)";0
"1.25.18.10";"1.25";"18";"10";"Penyebarluasan informasi Penyelenggaraan Pemerintahan Daerah (visualisasi Kegiatan) Pemerintah Kabupaten Tangerang";0
"1.25.18.11";"1.25";"18";"11";"Penyebaran Informasi Pembangunan Daerah (Lomba Karya Foto Jurnalistik)";0
"1.25.18.12";"1.25";"18";"12";"Penyebarluasan Infromasi yang bersifat penyuluhan bagi masyarakat Sosialisasi Figure Pimpinan Daaerah";0
"1.25.18.13";"1.25";"18";"13";"Press Tour";0
"1.25.18.14";"1.25";"18";"14";"Kegiatan Publikasi dan Dokumentasi Kegiatan Kepala Daerah  dan Wakil Kepala Daerah Kabupaten Tangerang";0
"1.26.15.01";"1.26";"15";"01";"Pemasyaraktan minat dan kebiasaan membaca untuk mendorong terwujudnya masyarakat pembelajar";0
"1.26.15.02";"1.26";"15";"02";"Pengembangan minat dan budaya baca";0
"1.26.15.03";"1.26";"15";"03";"Supervisi, pembinaan dan stimulasi pada perpustakaan umum, perpustakaan khusus, perpustakaan sekolah dan perpustakaan masyarakat";0
"1.26.15.04";"1.26";"15";"04";"Pelaksanaan Koordinasi pengembangan kepustakaan";0
"1.26.15.05";"1.26";"15";"05";"Penyediaan bantuan pengembangan perpustakaan dan minat baca di daerah";0
"1.26.15.06";"1.26";"15";"06";"Penyelenggaraan kordinasi pengembangan budaya baca";0
"1.26.15.07";"1.26";"15";"07";"Perencanaan dan penyusunan program budaya baca";0
"1.26.15.08";"1.26";"15";"08";"Publikasi dan sosialisasi minat dan budaya baca";0
"1.26.15.09";"1.26";"15";"09";"Penyediaan bahan pustaka perpustakaan umum daerah";0
"1.26.15.10";"1.26";"15";"10";"Monitoring, evaluasi dan pelaporan";0
"1.26.15.11";"1.26";"15";"11";"Fasilitasi Komunitas Baca";0
"1.26.15.12";"1.26";"15";"12";"Pendataan Perpustakaan";0
"1.26.15.13";"1.26";"15";"13";"Lomba Bercerita dan Drama Cerita Rakyat Kabupaten Tangerang";0
"1.26.15.14";"1.26";"15";"14";"Lomba Menulis Cerita Rakyat Kabupaten Tangerang";0
"1.26.15.15";"1.26";"15";"15";"Lomba Penyelenggaraan Perpustakaan Sekolah Dasar (SD)";0
"1.26.15.16";"1.26";"15";"16";"Lomba Penyelenggaraan Perpustakaan Sekolah Menengah Pertama (SMP)";0
"1.26.15.17";"1.26";"15";"17";"Lomba Penyelenggaraan Perpustakaan Sekolah Menengah Atas (SMA)";0
"1.26.15.18";"1.26";"15";"18";"Lomba Perpustakaan Perguruan Tinggi (PT)";0
"1.26.15.19";"1.26";"15";"19";"Lomba Perpustakaan Masyarakat/Komunitas (MK)";0
"1.26.15.20";"1.26";"15";"20";"Lomba Perpustakaan Khusus SKPD";0
"1.26.15.21";"1.26";"15";"21";"Promosi dan Sosialisasi Multimedia";0
"1.26.15.22";"1.26";"15";"22";"Training Center Tangerang Gemilang Bidang Perpustakaan";0
"1.26.15.23";"1.26";"15";"23";"Pengadaan Sarana Promosi dan Sosialisasi Perpustakaan";0
"1.26.15.24";"1.26";"15";"24";"Pembinaan Pra dan Pasca Lomba Perpustakaan";0
"1.26.15.25";"1.26";"15";"25";"Seminar Pengembangan Budaya Baca";0
"1.26.15.26";"1.26";"15";"26";"Bimbingan Teknik Story Telling/Bercerita";0
"1.26.15.27";"1.26";"15";"27";"Pemeliharaan Jaringan Perpustakaan Daerah";0
"1.26.15.28";"1.26";"15";"28";"Penataan Ekterior dan Interior Ruang Layanan";0
"1.26.15.29";"1.26";"15";"29";"Bedah Buku Interaktif Ilmu Terapan";0
"1.26.15.30";"1.26";"15";"30";"Pengadaan Alat Scanner Books, Alat Pemeliharaan Buku dan Alat Fumigal";0
"1.26.15.32";"1.26";"15";"32";"Bimtek Pengelola Perpustakaan";0
"1.26.15.33";"1.26";"15";"33";"Hunting Karya Deposit/Muatan Lokal";0
"2.01.15.01";"2.01";"15";"01";"Pelatihan petani dan pelaku agribisnis";0
"2.01.15.02";"2.01";"15";"02";"Penyuluhan dan pendampingan petani dan pelaku agrobisnis";0
"2.01.15.03";"2.01";"15";"03";"Peningkatan kemampuan lembaga petani";0
"2.01.15.04";"2.01";"15";"04";"Peningkatan sistem insentif dan disnisentif bagi petani/kelompok tani";0
"2.01.15.05";"2.01";"15";"05";"Penyuluhan dan bimbingan pemanfaatan dan produktivitas lahan tidur";0
"2.01.15.06";"2.01";"15";"06";"Koordinasi Penanganan Pengembangan Usaha Pertanian Skala Kecil";0
"2.01.15.07";"2.01";"15";"07";"Ketahanan Pangan Masyarakat";0
"2.01.15.08";"2.01";"15";"08";"Pelaksanaan Gerakan Perlindungan Tempat Pangan dan Hortikultura";0
"2.01.15.09";"2.01";"15";"09";"Pengembangan Tenaga Penyuluh";0
"2.01.15.10";"2.01";"15";"10";"Optimalisasi Balai Penyuluh";0
"2.01.15.11";"2.01";"15";"11";"Pengembangan Sarana Pembiayaan Penyuluh";0
"2.01.15.12";"2.01";"15";"12";"Pelatihan Keterampilan Usaha Pertanian dan Peternakan";0
"2.01.15.14";"2.01";"15";"14";"Peningkatan Kinerja Kelompok";0
"2.01.15.15";"2.01";"15";"15";"Penanaman Kaji Terap";0
"2.01.15.16";"2.01";"15";"16";"Penyusunan Rencana Definitif Kebutuhan Kelompok";0
"2.01.15.17";"2.01";"15";"17";"Pelatihan Pembuatan Jamur Merang";0
"2.01.16.01";"2.01";"16";"01";"Penanganan daerah rawan pangan";0
"2.01.16.02";"2.01";"16";"02";"Penyusunan data base potensi produk pangan";0
"2.01.16.03";"2.01";"16";"03";"Analisis dan penyusunan pola konsumsi dan suplai pangan";0
"2.01.16.04";"2.01";"16";"04";"Analisis rasio jumlah penduduk terhadap jumlah kebutuhan pangan";0
"2.01.16.05";"2.01";"16";"05";"Laporan berkala kondisi ketahanan pangan daerah";0
"2.01.16.06";"2.01";"16";"06";"Kajian rantai pasokan dan pemasaran pangan";0
"2.01.16.07";"2.01";"16";"07";"Monitoring, evaluasi dan pelaporan kebijakan perberasan";0
"2.01.16.08";"2.01";"16";"08";"Monitoring, evaluasi dan pelaporan kebijakan subsidi pertanian";0
"2.01.16.09";"2.01";"16";"09";"Pemanfaatan perkarangan untuk pengembangan pangan";0
"2.01.16.10";"2.01";"16";"10";"Pemantauan dan analisis akses pangan masyarakat";0
"2.01.16.11";"2.01";"16";"11";"Pemantauan dan analisis akses harga pangan pokok";0
"2.01.16.12";"2.01";"16";"12";"Penanganan pasca panen dan pengolahan hasil pertanian";0
"2.01.16.13";"2.01";"16";"13";"Pengembangan cadangan pangan daerah";0
"2.01.16.14";"2.01";"16";"14";"Pengembangan desa mandiri pangan";0
"2.01.16.15";"2.01";"16";"15";"Pengembangan intensifikasi tanaman padi, palawija";0
"2.01.16.16";"2.01";"16";"16";"Pengembangan diverisifikasi tanaman";0
"2.01.16.17";"2.01";"16";"17";"Pengembangan pertanian pada lahan kering";0
"2.01.16.18";"2.01";"16";"18";"Pengembangan lumbung pangan desa";0
"2.01.16.19";"2.01";"16";"19";"Pengembangan model distribusi pangan yang efisien";0
"2.01.16.20";"2.01";"16";"20";"Pengembangan perbinihan/perbibitan";0
"2.01.16.21";"2.01";"16";"21";"Pengembangan sistem informasi pasar";0
"2.01.16.22";"2.01";"16";"22";"Peningkatan mutu dan keamanan pangan";0
"2.01.16.23";"2.01";"16";"23";"Koordinasi kebijakan perberasan";0
"2.01.16.24";"2.01";"16";"24";"Koordinasi perumusan kebijakan pertanahan dan infrastruktur pertanian dan perdesaan";0
"2.01.16.25";"2.01";"16";"25";"Penelitian dan pengembangan sumber daya pertanian";0
"2.01.16.26";"2.01";"16";"26";"Penelitian dan pengembangan teknologi biotekhnologi";0
"2.01.16.27";"2.01";"16";"27";"Penelitian dan pengembangan teknologi budi daya";0
"2.01.16.28";"2.01";"16";"28";"Penelitian dan pengembangan teknologi pasca panen";0
"2.01.16.29";"2.01";"16";"29";"Peningkatan produksi, produktivitas dan mutu produk perkebunan, produk pertanian";0
"2.01.16.30";"2.01";"16";"30";"Penyuluhan sumber pangan alternatif";0
"2.01.16.31";"2.01";"16";"31";"Monitoring, evaluasi dan pelaporan";0
"2.01.16.32";"2.01";"16";"32";"Pengembangan sentra pangan unggulan desa";0
"2.01.16.33";"2.01";"16";"33";"Koordinasi peningkatan konsumsi dan keamanan pangan";0
"2.01.16.34";"2.01";"16";"34";"Peningkatan akses distribusi pangan bagi rumah tangga miskin";0
"2.01.17.01";"2.01";"17";"01";"Penelitian dan pengembangan pemasaran hasil produksi pertanian/perkebunan";0
"2.01.17.02";"2.01";"17";"02";"Fasilitasi kerjasama regioanal/nasioanal/internasional penyediaan hasil produksi pertanian/perkebunan komplementer";0
"2.01.17.03";"2.01";"17";"03";"Pembangunan sarana dan prasarana pasar kecamatan/perdesaan produksi hasil pertanian/perkebunan";0
"2.01.17.04";"2.01";"17";"04";"Pembangunan pusat-pusat etalase/eksibi/promosi atas hasil produksi pertanian/perkebuanan";0
"2.01.17.05";"2.01";"17";"05";"Pemeliharan rutin/berkala sarana dan prasarana pasar kecamatan/pedesaan produksi hasil pertanian/perkebunan";0
"2.01.17.06";"2.01";"17";"06";"Pemeliharan rutin/berkala pusat-pusat etalase/eksibi/promosi atas hasil produksi pertanian/perkebuanan";0
"2.01.17.07";"2.01";"17";"07";"Promosi atas hasil produksi pertanian/perkebunan unggul daerah";0
"2.01.17.08";"2.01";"17";"08";"Penyuluhan pemasaran produksi pertanian/perkebunan guna menghindari tengkulak dan sistem ijon";0
"2.01.17.09";"2.01";"17";"09";"Pembangunan pusat-pusat penampungan produksi hasil pertanian/perkabunan masyarakat yang akan dipasarakan";0
"2.01.17.10";"2.01";"17";"10";"pengolahan informasi permintaan pasar atas hasil produksi pertanian/perkebunan masyarakat";0
"2.01.17.11";"2.01";"17";"11";"Penyuluhan distribusi pemasaran atas hasil produksi pertanian/perkebunan masyarakat";0
"2.01.17.12";"2.01";"17";"12";"Penyuluhan kualitas dan teknis kemasan hasil produksi pertanian/perkebunan yang akan dipasarkan";0
"2.01.17.13";"2.01";"17";"13";"Monitoring, evaluasi dan pelaporan";0
